split,site_id,patch_id,sample_id,patch_key,sample_key,spatial_group_id,patch_row_start,patch_col_start,year,month,n_valid_points,rh95_median,rh95_max,s2_valid_aoi_fraction,source_split,source_index,patch_height_p90,patch_height_bin,patch_height_bin_label,n_gedi_occurrences,n_unique_gedi
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2021_M06_N00010,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2021_M06_N00010,SG_0008,1024,512,2021,6,81,10.3,13.89,1.0,test,10,12.58,4,"[10,15)",81,81
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2021_M07_N00011,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2021_M07_N00011,SG_0008,1024,512,2021,7,81,10.3,13.89,1.0,test,11,12.58,4,"[10,15)",81,81
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2021_M08_N00012,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2021_M08_N00012,SG_0008,1024,512,2021,8,110,10.35,13.96,1.0,test,12,12.602000000000002,4,"[10,15)",110,110
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2021_M09_N00013,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2021_M09_N00013,SG_0008,1024,512,2021,9,110,10.35,13.96,1.0,test,13,12.602000000000002,4,"[10,15)",110,110
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2022_M05_N00014,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2022_M05_N00014,SG_0008,1024,512,2022,5,29,10.52,13.96,1.0,test,14,12.352,4,"[10,15)",29,29
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2022_M06_N00015,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2022_M06_N00015,SG_0008,1024,512,2022,6,106,9.379999,13.96,1.0,test,15,12.225,4,"[10,15)",106,106
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2022_M07_N00016,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2022_M07_N00016,SG_0008,1024,512,2022,7,77,8.87,13.22,1.0,test,16,12.096000000000002,4,"[10,15)",77,77
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2022_M08_N00017,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2022_M08_N00017,SG_0008,1024,512,2022,8,77,8.87,13.22,1.0,test,17,12.096000000000002,4,"[10,15)",77,77
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2022_M09_N00018,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2022_M09_N00018,SG_0008,1024,512,2022,9,77,8.87,13.22,1.0,test,18,12.096000000000002,4,"[10,15)",77,77
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2024_M08_N00019,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2024_M08_N00019,SG_0008,1024,512,2024,8,451,9.9,15.91,1.0,test,19,12.41,4,"[10,15)",451,451
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2024_M09_N00020,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2024_M09_N00020,SG_0008,1024,512,2024,9,512,9.9,15.91,1.0,test,20,12.508,4,"[10,15)",512,512
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2025_M05_N00021,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2025_M05_N00021,SG_0008,1024,512,2025,5,512,9.795,14.95,1.0,test,21,12.67,4,"[10,15)",512,512
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2025_M06_N00022,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2025_M06_N00022,SG_0008,1024,512,2025,6,512,9.795,14.95,1.0,test,22,12.67,4,"[10,15)",512,512
test,Maamoura,MAAMOURA_r001024_c000512,MAAMOURA_r001024_c000512_Y2025_M07_N00023,maamoura|MAAMOURA_r001024_c000512,maamoura|MAAMOURA_r001024_c000512_Y2025_M07_N00023,SG_0008,1024,512,2025,7,512,9.795,14.95,1.0,test,23,12.67,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2019_M05_N00024,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2019_M05_N00024,SG_0000,0,512,2019,5,7,12.62,13.14,0.9976798143851509,train,0,13.05,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2019_M06_N00025,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2019_M06_N00025,SG_0000,0,512,2019,6,7,12.62,13.14,0.9976798143851509,train,1,13.05,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2019_M07_N00026,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2019_M07_N00026,SG_0000,0,512,2019,7,7,12.62,13.14,0.9976798143851509,train,2,13.05,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2019_M08_N00027,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2019_M08_N00027,SG_0000,0,512,2019,8,7,12.62,13.14,0.9976798143851509,train,3,13.05,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2019_M09_N00028,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2019_M09_N00028,SG_0000,0,512,2019,9,7,12.62,13.14,0.9976798143851509,train,4,13.05,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2022_M06_N00029,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2022_M06_N00029,SG_0000,0,512,2022,6,8,12.934999,15.5,0.9976798143851509,train,5,14.646,4,"[10,15)",8,8
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2022_M07_N00030,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2022_M07_N00030,SG_0000,0,512,2022,7,8,12.934999,15.5,0.9976798143851509,train,6,14.646,4,"[10,15)",8,8
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2022_M08_N00031,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2022_M08_N00031,SG_0000,0,512,2022,8,8,12.934999,15.5,0.9976798143851509,train,7,14.646,4,"[10,15)",8,8
train,Maamoura,MAAMOURA_r000000_c000512,MAAMOURA_r000000_c000512_Y2022_M09_N00032,maamoura|MAAMOURA_r000000_c000512,maamoura|MAAMOURA_r000000_c000512_Y2022_M09_N00032,SG_0000,0,512,2022,9,8,12.934999,15.5,0.9976798143851509,train,8,14.646,4,"[10,15)",8,8
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2020_M05_N00033,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2020_M05_N00033,SG_0002,0,1536,2020,5,39,2.77,12.02,0.999612867545396,train,9,9.250000000000004,3,"[8,10)",39,39
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2020_M06_N00034,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2020_M06_N00034,SG_0002,0,1536,2020,6,39,2.77,12.02,0.999612867545396,train,10,9.250000000000004,3,"[8,10)",39,39
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2020_M07_N00035,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2020_M07_N00035,SG_0002,0,1536,2020,7,39,2.77,12.02,0.999612867545396,train,11,9.250000000000004,3,"[8,10)",39,39
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2020_M08_N00036,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2020_M08_N00036,SG_0002,0,1536,2020,8,39,2.77,12.02,0.999612867545396,train,12,9.250000000000004,3,"[8,10)",39,39
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2020_M09_N00037,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2020_M09_N00037,SG_0002,0,1536,2020,9,39,2.77,12.02,0.999612867545396,train,13,9.250000000000004,3,"[8,10)",39,39
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2021_M05_N00038,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2021_M05_N00038,SG_0002,0,1536,2021,5,36,2.28,13.52,0.999612867545396,train,14,8.05,3,"[8,10)",36,36
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2021_M06_N00039,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2021_M06_N00039,SG_0002,0,1536,2021,6,36,2.28,13.52,0.999612867545396,train,15,8.05,3,"[8,10)",36,36
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2021_M07_N00040,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2021_M07_N00040,SG_0002,0,1536,2021,7,36,2.28,13.52,0.999612867545396,train,16,8.05,3,"[8,10)",36,36
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2021_M08_N00041,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2021_M08_N00041,SG_0002,0,1536,2021,8,36,2.28,13.52,0.999612867545396,train,17,8.05,3,"[8,10)",36,36
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2021_M09_N00042,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2021_M09_N00042,SG_0002,0,1536,2021,9,36,2.28,13.52,0.999612867545396,train,18,8.05,3,"[8,10)",36,36
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2022_M05_N00043,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2022_M05_N00043,SG_0002,0,1536,2022,5,41,3.43,16.93,0.999612867545396,train,19,11.37,4,"[10,15)",41,41
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2022_M06_N00044,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2022_M06_N00044,SG_0002,0,1536,2022,6,86,8.09,16.93,0.999612867545396,train,20,11.59,4,"[10,15)",86,86
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2022_M07_N00045,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2022_M07_N00045,SG_0002,0,1536,2022,7,86,8.09,16.93,0.999612867545396,train,21,11.59,4,"[10,15)",86,86
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2022_M08_N00046,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2022_M08_N00046,SG_0002,0,1536,2022,8,86,8.09,16.93,0.999612867545396,train,22,11.59,4,"[10,15)",86,86
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2022_M09_N00047,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2022_M09_N00047,SG_0002,0,1536,2022,9,86,8.09,16.93,0.999612867545396,train,23,11.59,4,"[10,15)",86,86
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2024_M09_N00048,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2024_M09_N00048,SG_0002,0,1536,2024,9,256,8.205,14.62,0.999612867545396,train,24,12.565,4,"[10,15)",256,256
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2025_M05_N00049,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2025_M05_N00049,SG_0002,0,1536,2025,5,256,8.205,14.62,0.999612867545396,train,25,12.565,4,"[10,15)",256,256
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2025_M06_N00050,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2025_M06_N00050,SG_0002,0,1536,2025,6,256,8.205,14.62,0.999612867545396,train,26,12.565,4,"[10,15)",256,256
train,Maamoura,MAAMOURA_r000000_c001536,MAAMOURA_r000000_c001536_Y2025_M07_N00051,maamoura|MAAMOURA_r000000_c001536,maamoura|MAAMOURA_r000000_c001536_Y2025_M07_N00051,SG_0002,0,1536,2025,7,256,8.205,14.62,0.999612867545396,train,27,12.565,4,"[10,15)",256,256
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2019_M05_N00052,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2019_M05_N00052,SG_0003,512,512,2019,5,167,5.84,14.75,0.999723816452456,train,28,12.438,4,"[10,15)",167,167
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2019_M06_N00053,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2019_M06_N00053,SG_0003,512,512,2019,6,167,5.84,14.75,0.999723816452456,train,29,12.438,4,"[10,15)",167,167
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2019_M07_N00054,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2019_M07_N00054,SG_0003,512,512,2019,7,167,5.84,14.75,0.999723816452456,train,30,12.438,4,"[10,15)",167,167
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2019_M08_N00055,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2019_M08_N00055,SG_0003,512,512,2019,8,167,5.84,14.75,0.999723816452456,train,31,12.438,4,"[10,15)",167,167
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2019_M09_N00056,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2019_M09_N00056,SG_0003,512,512,2019,9,167,5.84,14.75,0.999723816452456,train,32,12.438,4,"[10,15)",167,167
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2022_M05_N00057,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2022_M05_N00057,SG_0003,512,512,2022,5,69,7.49,13.57,0.999723816452456,train,33,11.974000000000002,4,"[10,15)",69,69
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2022_M06_N00058,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2022_M06_N00058,SG_0003,512,512,2022,6,396,5.18,15.02,0.999723816452456,train,34,11.665,4,"[10,15)",396,396
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2022_M07_N00059,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2022_M07_N00059,SG_0003,512,512,2022,7,396,5.18,15.02,0.999723816452456,train,35,11.665,4,"[10,15)",396,396
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2022_M08_N00060,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2022_M08_N00060,SG_0003,512,512,2022,8,396,5.18,15.02,0.999723816452456,train,36,11.665,4,"[10,15)",396,396
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2022_M09_N00061,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2022_M09_N00061,SG_0003,512,512,2022,9,396,5.18,15.02,0.999723816452456,train,37,11.665,4,"[10,15)",396,396
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2024_M08_N00062,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2024_M08_N00062,SG_0003,512,512,2024,8,42,7.6800003,12.41,0.999723816452456,train,38,11.42,4,"[10,15)",42,42
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2024_M09_N00063,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2024_M09_N00063,SG_0003,512,512,2024,9,219,7.51,14.58,0.999723816452456,train,39,11.108,4,"[10,15)",219,219
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2025_M05_N00064,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2025_M05_N00064,SG_0003,512,512,2025,5,219,7.51,14.58,0.999723816452456,train,40,11.108,4,"[10,15)",219,219
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2025_M06_N00065,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2025_M06_N00065,SG_0003,512,512,2025,6,219,7.51,14.58,0.999723816452456,train,41,11.108,4,"[10,15)",219,219
train,Maamoura,MAAMOURA_r000512_c000512,MAAMOURA_r000512_c000512_Y2025_M07_N00066,maamoura|MAAMOURA_r000512_c000512,maamoura|MAAMOURA_r000512_c000512_Y2025_M07_N00066,SG_0003,512,512,2025,7,177,7.51,14.58,0.999723816452456,train,42,11.018,4,"[10,15)",177,177
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2019_M05_N00067,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2019_M05_N00067,SG_0004,512,1024,2019,5,512,10.11,16.74,1.0,train,43,13.59,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2019_M06_N00068,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2019_M06_N00068,SG_0004,512,1024,2019,6,512,10.11,16.74,1.0,train,44,13.59,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2019_M07_N00069,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2019_M07_N00069,SG_0004,512,1024,2019,7,512,10.11,16.74,1.0,train,45,13.59,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2019_M08_N00070,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2019_M08_N00070,SG_0004,512,1024,2019,8,512,10.11,16.74,1.0,train,46,13.59,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2019_M09_N00071,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2019_M09_N00071,SG_0004,512,1024,2019,9,512,10.11,16.74,1.0,train,47,13.59,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2020_M05_N00072,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2020_M05_N00072,SG_0004,512,1024,2020,5,7,9.7,13.29,0.9998779296875,train,48,12.09,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2020_M06_N00073,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2020_M06_N00073,SG_0004,512,1024,2020,6,7,9.7,13.29,0.9999847412109376,train,49,12.09,4,"[10,15)",7,7
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2021_M05_N00074,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2021_M05_N00074,SG_0004,512,1024,2021,5,87,8.8,13.29,1.0,train,50,11.98,4,"[10,15)",87,87
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2021_M06_N00075,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2021_M06_N00075,SG_0004,512,1024,2021,6,87,8.8,13.29,1.0,train,51,11.98,4,"[10,15)",87,87
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2021_M07_N00076,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2021_M07_N00076,SG_0004,512,1024,2021,7,87,8.8,13.29,1.0,train,52,11.98,4,"[10,15)",87,87
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2021_M08_N00077,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2021_M08_N00077,SG_0004,512,1024,2021,8,87,8.8,13.29,1.0,train,53,11.98,4,"[10,15)",87,87
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2021_M09_N00078,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2021_M09_N00078,SG_0004,512,1024,2021,9,87,8.8,13.29,1.0,train,54,11.98,4,"[10,15)",87,87
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2022_M06_N00079,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2022_M06_N00079,SG_0004,512,1024,2022,6,123,4.79,15.99,1.0,train,55,11.476,4,"[10,15)",123,123
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2022_M07_N00080,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2022_M07_N00080,SG_0004,512,1024,2022,7,123,4.79,15.99,1.0,train,56,11.476,4,"[10,15)",123,123
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2022_M08_N00081,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2022_M08_N00081,SG_0004,512,1024,2022,8,123,4.79,15.99,1.0,train,57,11.476,4,"[10,15)",123,123
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2022_M09_N00082,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2022_M09_N00082,SG_0004,512,1024,2022,9,123,4.79,15.99,1.0,train,58,11.476,4,"[10,15)",123,123
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2024_M09_N00083,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2024_M09_N00083,SG_0004,512,1024,2024,9,512,9.53,16.3,1.0,train,59,12.746000000000002,4,"[10,15)",512,512
train,Maamoura,MAAMOURA_r000512_c001024,MAAMOURA_r000512_c001024_Y2025_M05_N00084,maamoura|MAAMOURA_r000512_c001024,maamoura|MAAMOURA_r000512_c001024_Y2025_M05_N00084,SG_0004,512,1024,2025,5,512,9.53,16.3,1.0,train,60,12.746000000000002,4,"[10,15)",512,512
