split,site_id,patch_id,sample_id,patch_key,sample_key,spatial_group_id,patch_row_start,patch_col_start,year,month,n_valid_points,rh95_median,rh95_max,s2_valid_aoi_fraction,source_split,source_index,patch_height_p90,patch_height_bin,patch_height_bin_label,n_gedi_occurrences,n_unique_gedi
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2021_M05_N00028,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2021_M05_N00028,SG_0005,512,2048,2021,5,512,2.05,4.38,1.0,test,28,2.24,0,"[0,2.5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2021_M06_N00029,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2021_M06_N00029,SG_0005,512,2048,2021,6,512,2.05,4.38,1.0,test,29,2.24,0,"[0,2.5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2021_M07_N00030,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2021_M07_N00030,SG_0005,512,2048,2021,7,512,2.05,4.38,1.0,test,30,2.24,0,"[0,2.5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2021_M08_N00031,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2021_M08_N00031,SG_0005,512,2048,2021,8,512,2.05,4.38,1.0,test,31,2.24,0,"[0,2.5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2021_M09_N00032,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2021_M09_N00032,SG_0005,512,2048,2021,9,512,2.05,4.38,1.0,test,32,2.24,0,"[0,2.5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2022_M05_N00033,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2022_M05_N00033,SG_0005,512,2048,2022,5,486,2.31,6.52,1.0,test,33,2.72,1,"[2.5,5)",486,486
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2022_M06_N00034,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2022_M06_N00034,SG_0005,512,2048,2022,6,512,2.31,6.52,1.0,test,34,2.72,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2022_M07_N00035,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2022_M07_N00035,SG_0005,512,2048,2022,7,512,2.31,6.52,1.0,test,35,2.72,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2022_M08_N00036,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2022_M08_N00036,SG_0005,512,2048,2022,8,512,2.31,6.52,1.0,test,36,2.68,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2022_M09_N00037,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2022_M09_N00037,SG_0005,512,2048,2022,9,512,2.28,6.52,1.0,test,37,2.64,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2024_M06_N00038,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2024_M06_N00038,SG_0005,512,2048,2024,6,2,2.0349998,2.05,1.0,test,38,2.047,0,"[0,2.5)",2,2
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2024_M07_N00039,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2024_M07_N00039,SG_0005,512,2048,2024,7,95,2.38,3.13,1.0,test,39,2.5,1,"[2.5,5)",95,95
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2024_M08_N00040,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2024_M08_N00040,SG_0005,512,2048,2024,8,95,2.38,3.13,1.0,test,40,2.5,1,"[2.5,5)",95,95
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2024_M09_N00041,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2024_M09_N00041,SG_0005,512,2048,2024,9,95,2.38,3.13,1.0,test,41,2.5,1,"[2.5,5)",95,95
train,Agadir,AGADIR_r000512_c002048,AGADIR_r000512_c002048_Y2025_M05_N00042,agadir|AGADIR_r000512_c002048,agadir|AGADIR_r000512_c002048_Y2025_M05_N00042,SG_0005,512,2048,2025,5,93,2.38,3.13,1.0,test,42,2.5,1,"[2.5,5)",93,93
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2019_M05_N00043,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2019_M05_N00043,SG_0006,512,2560,2019,5,456,2.13,7.97,0.9998551983782218,test,43,3.4,1,"[2.5,5)",456,456
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2019_M06_N00044,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2019_M06_N00044,SG_0006,512,2560,2019,6,512,2.17,7.97,0.9998551983782218,test,44,3.4760000000000013,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2019_M07_N00045,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2019_M07_N00045,SG_0006,512,2560,2019,7,512,2.17,7.97,0.9998551983782218,test,45,3.4760000000000013,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2019_M08_N00046,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2019_M08_N00046,SG_0006,512,2560,2019,8,512,2.24,11.98,0.9998551983782218,test,46,3.397000000000001,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2019_M09_N00047,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2019_M09_N00047,SG_0006,512,2560,2019,9,512,2.24,14.34,0.9998551983782218,test,47,3.67,1,"[2.5,5)",512,512
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2020_M05_N00048,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2020_M05_N00048,SG_0006,512,2560,2020,5,174,2.68,7.3,0.9998551983782218,test,48,3.24,1,"[2.5,5)",174,174
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2020_M06_N00049,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2020_M06_N00049,SG_0006,512,2560,2020,6,174,2.68,7.3,0.9998551983782218,test,49,3.24,1,"[2.5,5)",174,174
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2020_M07_N00050,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2020_M07_N00050,SG_0006,512,2560,2020,7,174,2.68,7.3,0.9998551983782218,test,50,3.24,1,"[2.5,5)",174,174
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2020_M08_N00051,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2020_M08_N00051,SG_0006,512,2560,2020,8,174,2.68,7.3,0.9998551983782218,test,51,3.24,1,"[2.5,5)",174,174
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2020_M09_N00052,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2020_M09_N00052,SG_0006,512,2560,2020,9,174,2.68,7.3,0.9998551983782218,test,52,3.24,1,"[2.5,5)",174,174
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2021_M05_N00053,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2021_M05_N00053,SG_0006,512,2560,2021,5,106,2.24,8.87,0.9998551983782218,test,53,2.935,1,"[2.5,5)",106,106
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2021_M06_N00054,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2021_M06_N00054,SG_0006,512,2560,2021,6,106,2.24,8.87,0.9998551983782218,test,54,2.935,1,"[2.5,5)",106,106
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2021_M07_N00055,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2021_M07_N00055,SG_0006,512,2560,2021,7,106,2.24,8.87,0.9998551983782218,test,55,2.935,1,"[2.5,5)",106,106
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2021_M08_N00056,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2021_M08_N00056,SG_0006,512,2560,2021,8,106,2.24,8.87,0.9998551983782218,test,56,2.935,1,"[2.5,5)",106,106
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2021_M09_N00057,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2021_M09_N00057,SG_0006,512,2560,2021,9,106,2.24,8.87,0.9998551983782218,test,57,2.935,1,"[2.5,5)",106,106
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2022_M05_N00058,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2022_M05_N00058,SG_0006,512,2560,2022,5,125,2.34,8.05,0.9998551983782218,test,58,3.814000000000002,1,"[2.5,5)",125,125
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2022_M06_N00059,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2022_M06_N00059,SG_0006,512,2560,2022,6,468,2.24,15.63,0.9998551983782218,test,59,3.4,1,"[2.5,5)",468,468
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2022_M07_N00060,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2022_M07_N00060,SG_0006,512,2560,2022,7,468,2.24,15.63,0.9998551983782218,test,60,3.4,1,"[2.5,5)",468,468
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2022_M08_N00061,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2022_M08_N00061,SG_0006,512,2560,2022,8,468,2.24,15.63,0.9998551983782218,test,61,3.4,1,"[2.5,5)",468,468
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2022_M09_N00062,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2022_M09_N00062,SG_0006,512,2560,2022,9,468,2.24,15.63,0.9998551983782218,test,62,3.4,1,"[2.5,5)",468,468
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2024_M07_N00063,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2024_M07_N00063,SG_0006,512,2560,2024,7,387,2.42,11.68,0.9998551983782218,test,63,3.3880000000000026,1,"[2.5,5)",387,387
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2024_M08_N00064,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2024_M08_N00064,SG_0006,512,2560,2024,8,387,2.42,11.68,0.9998551983782218,test,0,3.3880000000000026,1,"[2.5,5)",387,387
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2024_M09_N00065,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2024_M09_N00065,SG_0006,512,2560,2024,9,387,2.42,11.68,0.9998551983782218,test,1,3.3880000000000026,1,"[2.5,5)",387,387
train,Agadir,AGADIR_r000512_c002560,AGADIR_r000512_c002560_Y2025_M05_N00066,agadir|AGADIR_r000512_c002560,agadir|AGADIR_r000512_c002560_Y2025_M05_N00066,SG_0006,512,2560,2025,5,387,2.42,11.68,0.9998551983782218,test,2,3.3880000000000026,1,"[2.5,5)",387,387
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2019_M05_N00067,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2019_M05_N00067,SG_0019,1536,1024,2019,5,512,4.45,18.27,1.0,test,3,8.346000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2019_M06_N00068,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2019_M06_N00068,SG_0019,1536,1024,2019,6,512,4.45,18.27,1.0,test,4,8.346000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2019_M07_N00069,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2019_M07_N00069,SG_0019,1536,1024,2019,7,512,4.45,18.27,1.0,test,5,8.346000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2019_M08_N00070,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2019_M08_N00070,SG_0019,1536,1024,2019,8,512,4.45,18.27,1.0,test,6,8.346000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2019_M09_N00071,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2019_M09_N00071,SG_0019,1536,1024,2019,9,512,4.49,18.27,1.0,test,7,8.496000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2020_M05_N00072,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2020_M05_N00072,SG_0019,1536,1024,2020,5,235,4.5,17.17,1.0,test,8,8.032,3,"[8,10)",235,235
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2020_M06_N00073,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2020_M06_N00073,SG_0019,1536,1024,2020,6,235,4.5,17.17,1.0,test,9,8.032,3,"[8,10)",235,235
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2020_M07_N00074,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2020_M07_N00074,SG_0019,1536,1024,2020,7,235,4.5,17.17,1.0,test,10,8.032,3,"[8,10)",235,235
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2020_M08_N00075,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2020_M08_N00075,SG_0019,1536,1024,2020,8,235,4.5,17.17,1.0,test,11,8.032,3,"[8,10)",235,235
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2020_M09_N00076,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2020_M09_N00076,SG_0019,1536,1024,2020,9,235,4.5,17.17,1.0,test,12,8.032,3,"[8,10)",235,235
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2021_M05_N00077,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2021_M05_N00077,SG_0019,1536,1024,2021,5,221,4.41,12.01,1.0,test,13,7.81,2,"[5,8)",221,221
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2021_M06_N00078,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2021_M06_N00078,SG_0019,1536,1024,2021,6,221,4.41,12.01,1.0,test,14,7.81,2,"[5,8)",221,221
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2021_M07_N00079,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2021_M07_N00079,SG_0019,1536,1024,2021,7,221,4.41,12.01,1.0,test,15,7.81,2,"[5,8)",221,221
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2021_M08_N00080,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2021_M08_N00080,SG_0019,1536,1024,2021,8,490,4.54,17.73,1.0,test,16,7.851,2,"[5,8)",490,490
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2021_M09_N00081,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2021_M09_N00081,SG_0019,1536,1024,2021,9,490,4.54,17.73,1.0,test,17,7.851,2,"[5,8)",490,490
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2022_M05_N00082,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2022_M05_N00082,SG_0019,1536,1024,2022,5,269,4.64,17.73,1.0,test,18,7.866000000000001,2,"[5,8)",269,269
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2022_M06_N00083,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2022_M06_N00083,SG_0019,1536,1024,2022,6,512,4.56,18.61,1.0,test,19,8.413000000000002,3,"[8,10)",512,512
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2022_M07_N00084,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2022_M07_N00084,SG_0019,1536,1024,2022,7,375,4.45,18.7,1.0,test,20,8.886000000000005,3,"[8,10)",375,375
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2022_M08_N00085,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2022_M08_N00085,SG_0019,1536,1024,2022,8,375,4.45,18.7,1.0,test,21,8.886000000000005,3,"[8,10)",375,375
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2022_M09_N00086,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2022_M09_N00086,SG_0019,1536,1024,2022,9,375,4.45,18.7,1.0,test,22,8.886000000000005,3,"[8,10)",375,375
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2024_M05_N00087,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2024_M05_N00087,SG_0019,1536,1024,2024,5,185,4.44,14.47,1.0,test,23,7.957999999999998,2,"[5,8)",185,185
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2024_M06_N00088,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2024_M06_N00088,SG_0019,1536,1024,2024,6,197,4.32,14.47,1.0,test,24,7.892000000000001,2,"[5,8)",197,197
val,Agadir,AGADIR_r001536_c001024,AGADIR_r001536_c001024_Y2024_M07_N00089,agadir|AGADIR_r001536_c001024,agadir|AGADIR_r001536_c001024_Y2024_M07_N00089,SG_0019,1536,1024,2024,7,197,4.32,14.47,1.0,test,25,7.892000000000001,2,"[5,8)",197,197
