split,site_id,patch_id,sample_id,patch_key,sample_key,spatial_group_id,patch_row_start,patch_col_start,year,month,n_valid_points,rh95_median,rh95_max,s2_valid_aoi_fraction,patch_height_p90,patch_height_bin,patch_height_bin_label,n_gedi_occurrences,n_unique_gedi
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2021_M07,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2021_M07,IFRAN6_SG_0000,0,1536,2021,7,9,4.809999942779541,11.380000114440918,0.9994990697008732,9.052,3,"[8,10)",9,9
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2021_M08,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2021_M08,IFRAN6_SG_0000,0,1536,2021,8,9,4.809999942779541,11.380000114440918,0.9994990697008732,9.052,3,"[8,10)",9,9
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2021_M09,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2021_M09,IFRAN6_SG_0000,0,1536,2021,9,9,4.809999942779541,11.380000114440918,0.9994990697008732,9.052,3,"[8,10)",9,9
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2022_M05,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2022_M05,IFRAN6_SG_0000,0,1536,2022,5,97,3.700000047683716,21.309999465942383,0.9994990697008732,10.752000000000008,4,"[10,15)",97,97
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2022_M06,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2022_M06,IFRAN6_SG_0000,0,1536,2022,6,178,5.539999961853027,24.799999237060547,0.9994990697008732,11.642,4,"[10,15)",178,178
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2022_M07,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2022_M07,IFRAN6_SG_0000,0,1536,2022,7,178,5.539999961853027,24.799999237060547,0.9994990697008732,11.642,4,"[10,15)",178,178
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2022_M08,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2022_M08,IFRAN6_SG_0000,0,1536,2022,8,178,5.539999961853027,24.799999237060547,0.9994990697008732,11.642,4,"[10,15)",178,178
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2022_M09,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2022_M09,IFRAN6_SG_0000,0,1536,2022,9,193,5.460000038146973,24.799999237060547,0.9994990697008732,11.602000000000002,4,"[10,15)",193,193
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2023_M05,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2023_M05,IFRAN6_SG_0000,0,1536,2023,5,96,5.944999694824219,24.799999237060547,0.9994990697008732,11.65,4,"[10,15)",96,96
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2023_M06,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2023_M06,IFRAN6_SG_0000,0,1536,2023,6,15,2.950000047683716,13.020000457763672,0.9994990697008732,9.246,3,"[8,10)",15,15
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2023_M07,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2023_M07,IFRAN6_SG_0000,0,1536,2023,7,15,2.950000047683716,13.020000457763672,0.9994990697008732,9.246,3,"[8,10)",15,15
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2023_M08,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2023_M08,IFRAN6_SG_0000,0,1536,2023,8,15,2.950000047683716,13.020000457763672,0.9994990697008732,9.246,3,"[8,10)",15,15
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2024_M05,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2024_M05,IFRAN6_SG_0000,0,1536,2024,5,39,5.639999866485596,19.39999961853028,0.9994990697008732,12.378,4,"[10,15)",39,39
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2024_M06,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2024_M06,IFRAN6_SG_0000,0,1536,2024,6,39,5.639999866485596,19.39999961853028,0.9994990697008732,12.378,4,"[10,15)",39,39
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2024_M07,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2024_M07,IFRAN6_SG_0000,0,1536,2024,7,39,5.639999866485596,19.39999961853028,0.9994990697008732,12.378,4,"[10,15)",39,39
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2024_M08,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2024_M08,IFRAN6_SG_0000,0,1536,2024,8,39,5.639999866485596,19.39999961853028,0.9994990697008732,12.378,4,"[10,15)",39,39
train,Ifran_6,Ifran_6_r000000_c001536,Ifran_6_r000000_c001536_Y2024_M09,Ifran_6|Ifran_6_r000000_c001536,Ifran_6|Ifran_6_r000000_c001536_Y2024_M09,IFRAN6_SG_0000,0,1536,2024,9,39,5.639999866485596,19.39999961853028,0.9994990697008732,12.378,4,"[10,15)",39,39
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2019_M05,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2019_M05,IFRAN6_SG_0001,0,2048,2019,5,431,3.25,37.220001220703125,0.9997177816382462,10.11,4,"[10,15)",431,431
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2019_M06,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2019_M06,IFRAN6_SG_0001,0,2048,2019,6,431,3.25,37.220001220703125,0.9997177816382462,10.11,4,"[10,15)",431,431
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2019_M07,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2019_M07,IFRAN6_SG_0001,0,2048,2019,7,464,3.4800000190734863,41.90999984741211,0.9997177816382462,15.602,5,"[15,20)",464,464
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2019_M08,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2019_M08,IFRAN6_SG_0001,0,2048,2019,8,464,3.4800000190734863,41.90999984741211,0.9997177816382462,15.602,5,"[15,20)",464,464
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2019_M09,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2019_M09,IFRAN6_SG_0001,0,2048,2019,9,464,3.4800000190734863,41.90999984741211,0.9997177816382462,15.602,5,"[15,20)",464,464
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2020_M05,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2020_M05,IFRAN6_SG_0001,0,2048,2020,5,180,3.9800000190734863,41.90999984741211,0.9997177816382462,23.723,6,"[20,30)",180,180
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2020_M06,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2020_M06,IFRAN6_SG_0001,0,2048,2020,6,180,3.9800000190734863,41.90999984741211,0.9997177816382462,23.723,6,"[20,30)",180,180
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2020_M07,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2020_M07,IFRAN6_SG_0001,0,2048,2020,7,147,3.7200000286102295,36.75,0.9997177816382462,13.718000000000002,4,"[10,15)",147,147
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2020_M08,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2020_M08,IFRAN6_SG_0001,0,2048,2020,8,147,3.7200000286102295,36.75,0.9997177816382462,13.718000000000002,4,"[10,15)",147,147
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2020_M09,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2020_M09,IFRAN6_SG_0001,0,2048,2020,9,147,3.7200000286102295,36.75,0.9997177816382462,13.718000000000002,4,"[10,15)",147,147
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2022_M05,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2022_M05,IFRAN6_SG_0001,0,2048,2022,5,412,4.845000267028809,38.52999877929688,0.9997177816382462,17.661000000000005,5,"[15,20)",412,412
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2022_M06,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2022_M06,IFRAN6_SG_0001,0,2048,2022,6,486,4.340000152587891,38.52999877929688,0.9997177816382462,15.98,5,"[15,20)",486,486
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2022_M07,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2022_M07,IFRAN6_SG_0001,0,2048,2022,7,486,4.340000152587891,38.52999877929688,0.9997177816382462,15.98,5,"[15,20)",486,486
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2022_M08,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2022_M08,IFRAN6_SG_0001,0,2048,2022,8,486,4.340000152587891,38.52999877929688,0.9997177816382462,15.98,5,"[15,20)",486,486
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2022_M09,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2022_M09,IFRAN6_SG_0001,0,2048,2022,9,491,4.340000152587891,38.52999877929688,0.9997177816382462,15.96,5,"[15,20)",491,491
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2024_M05,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2024_M05,IFRAN6_SG_0001,0,2048,2024,5,358,4.610000133514404,38.630001068115234,0.9997177816382462,18.243,5,"[15,20)",358,358
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2024_M06,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2024_M06,IFRAN6_SG_0001,0,2048,2024,6,358,4.610000133514404,38.630001068115234,0.9997177816382462,18.243,5,"[15,20)",358,358
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2024_M07,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2024_M07,IFRAN6_SG_0001,0,2048,2024,7,358,4.610000133514404,38.630001068115234,0.9997177816382462,18.243,5,"[15,20)",358,358
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2024_M08,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2024_M08,IFRAN6_SG_0001,0,2048,2024,8,358,4.610000133514404,38.630001068115234,0.9997177816382462,18.243,5,"[15,20)",358,358
train,Ifran_6,Ifran_6_r000000_c002048,Ifran_6_r000000_c002048_Y2024_M09,Ifran_6|Ifran_6_r000000_c002048,Ifran_6|Ifran_6_r000000_c002048_Y2024_M09,IFRAN6_SG_0001,0,2048,2024,9,358,4.610000133514404,38.630001068115234,0.9997177816382462,18.243,5,"[15,20)",358,358
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2019_M05,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2019_M05,IFRAN6_SG_0002,0,2560,2019,5,63,3.3299999237060547,22.0,0.9989223308444308,10.998000000000008,4,"[10,15)",63,63
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2019_M06,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2019_M06,IFRAN6_SG_0002,0,2560,2019,6,63,3.3299999237060547,22.0,0.9989223308444308,10.998000000000008,4,"[10,15)",63,63
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2019_M07,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2019_M07,IFRAN6_SG_0002,0,2560,2019,7,63,3.3299999237060547,22.0,0.9989223308444308,10.998000000000008,4,"[10,15)",63,63
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2019_M08,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2019_M08,IFRAN6_SG_0002,0,2560,2019,8,63,3.3299999237060547,22.0,0.9989223308444308,10.998000000000008,4,"[10,15)",63,63
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2019_M09,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2019_M09,IFRAN6_SG_0002,0,2560,2019,9,63,3.3299999237060547,22.0,0.9989223308444308,10.998000000000008,4,"[10,15)",63,63
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2020_M05,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2020_M05,IFRAN6_SG_0002,0,2560,2020,5,48,3.494999885559082,18.68000030517578,0.9989223308444308,10.822,4,"[10,15)",48,48
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2020_M06,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2020_M06,IFRAN6_SG_0002,0,2560,2020,6,48,3.494999885559082,18.68000030517578,0.9989223308444308,10.822,4,"[10,15)",48,48
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2020_M07,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2020_M07,IFRAN6_SG_0002,0,2560,2020,7,48,3.494999885559082,18.68000030517578,0.9989223308444308,10.822,4,"[10,15)",48,48
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2020_M08,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2020_M08,IFRAN6_SG_0002,0,2560,2020,8,48,3.494999885559082,18.68000030517578,0.9989223308444308,10.822,4,"[10,15)",48,48
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2020_M09,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2020_M09,IFRAN6_SG_0002,0,2560,2020,9,48,3.494999885559082,18.68000030517578,0.9989223308444308,10.822,4,"[10,15)",48,48
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2021_M05,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2021_M05,IFRAN6_SG_0002,0,2560,2021,5,70,2.9800000190734863,19.96999931335449,0.9989223308444308,9.207000000000006,3,"[8,10)",70,70
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2021_M06,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2021_M06,IFRAN6_SG_0002,0,2560,2021,6,70,2.9800000190734863,19.96999931335449,0.9989223308444308,9.207000000000006,3,"[8,10)",70,70
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2021_M07,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2021_M07,IFRAN6_SG_0002,0,2560,2021,7,70,2.9800000190734863,19.96999931335449,0.9989223308444308,9.207000000000006,3,"[8,10)",70,70
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2021_M08,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2021_M08,IFRAN6_SG_0002,0,2560,2021,8,70,2.9800000190734863,19.96999931335449,0.9989223308444308,9.207000000000006,3,"[8,10)",70,70
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2021_M09,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2021_M09,IFRAN6_SG_0002,0,2560,2021,9,70,2.9800000190734863,19.96999931335449,0.9989223308444308,9.207000000000006,3,"[8,10)",70,70
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2022_M05,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2022_M05,IFRAN6_SG_0002,0,2560,2022,5,27,3.319999933242798,30.39999961853028,0.9989223308444308,10.410000000000007,4,"[10,15)",27,27
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2022_M06,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2022_M06,IFRAN6_SG_0002,0,2560,2022,6,27,3.319999933242798,30.39999961853028,0.9989223308444308,10.410000000000007,4,"[10,15)",27,27
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2022_M07,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2022_M07,IFRAN6_SG_0002,0,2560,2022,7,27,3.319999933242798,30.39999961853028,0.9989223308444308,10.410000000000007,4,"[10,15)",27,27
val,Ifran_6,Ifran_6_r000000_c002560,Ifran_6_r000000_c002560_Y2022_M08,Ifran_6|Ifran_6_r000000_c002560,Ifran_6|Ifran_6_r000000_c002560_Y2022_M08,IFRAN6_SG_0002,0,2560,2022,8,27,3.319999933242798,30.39999961853028,0.9989223308444308,10.410000000000007,4,"[10,15)",27,27
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2019_M05,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2019_M05,IFRAN6_SG_0003,512,1024,2019,5,91,3.25,15.15999984741211,0.9995115796328709,8.16,3,"[8,10)",91,91
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2019_M06,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2019_M06,IFRAN6_SG_0003,512,1024,2019,6,91,3.25,15.15999984741211,0.9995115796328709,8.16,3,"[8,10)",91,91
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2019_M07,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2019_M07,IFRAN6_SG_0003,512,1024,2019,7,91,3.25,15.15999984741211,0.9995115796328709,8.16,3,"[8,10)",91,91
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2019_M08,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2019_M08,IFRAN6_SG_0003,512,1024,2019,8,91,3.25,15.15999984741211,0.9995115796328709,8.16,3,"[8,10)",91,91
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2019_M09,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2019_M09,IFRAN6_SG_0003,512,1024,2019,9,91,3.25,15.15999984741211,0.9995115796328709,8.16,3,"[8,10)",91,91
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2020_M05,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2020_M05,IFRAN6_SG_0003,512,1024,2020,5,144,2.880000114440918,42.5,0.9995115796328709,9.094,3,"[8,10)",143,143
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2020_M06,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2020_M06,IFRAN6_SG_0003,512,1024,2020,6,144,2.880000114440918,42.5,0.9995115796328709,9.094,3,"[8,10)",143,143
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2020_M07,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2020_M07,IFRAN6_SG_0003,512,1024,2020,7,144,2.880000114440918,42.5,0.9995115796328709,9.094,3,"[8,10)",143,143
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2020_M08,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2020_M08,IFRAN6_SG_0003,512,1024,2020,8,144,2.880000114440918,42.5,0.9995115796328709,9.094,3,"[8,10)",143,143
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2020_M09,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2020_M09,IFRAN6_SG_0003,512,1024,2020,9,144,2.880000114440918,42.5,0.9995115796328709,9.094,3,"[8,10)",143,143
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2022_M05,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2022_M05,IFRAN6_SG_0003,512,1024,2022,5,176,3.619999885559082,19.8799991607666,0.9995115796328709,9.415,3,"[8,10)",176,176
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2022_M06,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2022_M06,IFRAN6_SG_0003,512,1024,2022,6,216,4.114999771118164,19.8799991607666,0.9995115796328709,10.535,4,"[10,15)",216,216
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2022_M07,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2022_M07,IFRAN6_SG_0003,512,1024,2022,7,216,4.114999771118164,19.8799991607666,0.9995115796328709,10.535,4,"[10,15)",216,216
val,Ifran_6,Ifran_6_r000512_c001024,Ifran_6_r000512_c001024_Y2022_M08,Ifran_6|Ifran_6_r000512_c001024,Ifran_6|Ifran_6_r000512_c001024_Y2022_M08,IFRAN6_SG_0003,512,1024,2022,8,216,4.114999771118164,19.8799991607666,0.9995115796328709,10.535,4,"[10,15)",216,216
